country,chamber,chamber_type,dimension,indicator,question_id,question_text,selected_answer,score,max_score,country_context,supporting_evidence
Japan,House of Representatives,lower,Citizen Participation,Public feedback on laws post-enactment,Q9.1,Is the public formally able to provide feedback on enacted laws to inform review or amendment?,Public can provide feedback through formal processes that are consistently used,1.0,1,"Available in the national language only, no official translation.",Cross-checked with civil society monitoring reports.
Japan,House of Representatives,lower,Citizen Participation,Public feedback on laws post-enactment,Q9.2,"Is information provided on how public feedback given post-enactment of a law, is considered?",Information is consistently provided,1.0,1,"Available in the national language only, no official translation.",Reference: most recent annual transparency report.
Japan,House of Representatives,lower,Transparency,Availability of MP personal information,Q10.1,Is the following information about Members of Parliament publicly made available by Parliament? [Select all that apply],"Yes, a name list identifying MPs | Yes, all roles held by MPs in current Parliament | Yes, biographical profile information of MPs",0.75,1,Practice varies by session; not consistently applied.,Illustrative placeholder — not independently verified.
Japan,House of Representatives,lower,Transparency,Availability of MP personal information,Q10.2,"Is each of the categories selected above available for all MPs, or only some?",Available for some MPs,0.5,1,"Provided only upon formal request, not proactively disclosed.",Illustrative placeholder — not independently verified.
Japan,House of Representatives,lower,Transparency,Availability of MP personal information,Q10.3,In what format does Parliament publish the above information about Members of Parliament?,Non-Machine Readable Format,0.25,1,Confirmed via secondary reporting; not directly verified with the secretariat.,"See parliament website, official publications section."
Japan,House of Representatives,lower,Transparency,Availability of MPs' staff personal information,Q11.1,Is the following information about staff of Members of Parliament publicly made available by Parliament? [Select all that apply],"Yes, published names to identify MPs' staff",0.25,1,Publicly available on the parliament's official website.,No public documentation found at time of assessment.
Japan,House of Representatives,lower,Transparency,Availability of MPs' staff personal information,Q11.2,"Is each of the categories of information selected above available for all staff of Members of Parliament, or only some?",Available for some,0.5,1,"Available in the national language only, no official translation.",Reference: most recent annual transparency report.
Japan,House of Representatives,lower,Transparency,Availability of MPs' staff personal information,Q11.3,In what format does Parliament publish the above information on staff of Members of Parliament?,Real-time API,1.0,1,"Available in the national language only, no official translation.","See parliament website, official publications section."
Japan,House of Representatives,lower,Citizen Participation,Physical accessibility for persons with disabilities,Q12.1,Does Parliament have facilities to ensure physical accessibility for persons with disabilities within the parliamentary buildings?,"Core accessibility infrastructure is in place (e.g., ramps, lifts, accessible restrooms, designated seating)",1.0,1,Confirmed via secondary reporting; not directly verified with the secretariat.,No public documentation found at time of assessment.
Japan,House of Representatives,lower,Citizen Participation,Physical accessibility for persons with disabilities,Q12.2,Is physical accessibility infrastructure for persons with disabilities available across parliamentary buildings?,Available in all or most buildings,1.0,1,Publicly available on the parliament's official website.,No public documentation found at time of assessment.
Japan,House of Representatives,lower,Citizen Participation,Web content accessibility for persons with disabilities,Q13.1,Does the official Parliament website adhere to the AAA standard of the Web Content Accessibility Guidelines to make its content accessible for persons with disabilities?,Accessibility standards are met and applied consistently across the website,1.0,1,Confirmed via secondary reporting; not directly verified with the secretariat.,Reference: most recent annual transparency report.
